timestamp,mode,raw_gsr,ir_raw,filtered_ppg,ppg_mean_hr,ppg_sdnn,ppg_rmssd,gsr_scl,gsr_scr_amp,gsr_scr_freq,gsr_scr_count_30s,gsr_scr_single_peak_flag,gsr_scr_enough_for_score_flag,final_ppg_stress_z,final_gsr_stress_z,valid_feature_count,integrated_stress_z,integrated_state
525424,STRESS,311,99532,2040.23,71,39.2,39.8,711.8,0.0,0.0,0,0,0,0.56,4.01,4,1.42,Stress
526425,STRESS,312,98787,885.23,71,45.2,49.2,711.8,0.0,0.0,0,0,0,0.50,4.01,4,1.38,Stress
527426,STRESS,311,98528,513.99,71,53.5,71.7,711.8,0.0,0.0,0,0,0,0.28,4.01,4,1.21,Stress
528427,STRESS,313,97728,-263.81,71,53.1,80.7,711.8,0.0,0.0,0,0,0,0.26,4.01,4,1.20,Stress
529427,STRESS,313,97589,-329.76,71,53.0,80.4,711.8,0.0,0.0,0,0,0,0.27,4.01,4,1.20,Stress
530432,STRESS,315,97497,-398.63,72,52.5,80.1,711.8,0.0,0.0,0,0,0,0.28,4.01,4,1.21,Stress
531471,STRESS,311,97939,57.14,71,53.1,80.1,711.8,0.0,0.0,0,0,0,0.27,4.01,4,1.20,Stress
532471,STRESS,310,98300,402.77,71,53.1,81.4,711.8,0.0,0.0,0,0,0,0.26,4.01,4,1.20,Stress
533474,STRESS,311,98098,182.66,71,52.6,82.8,711.8,0.0,0.0,0,0,0,0.22,4.01,4,1.17,Stress
534512,STRESS,304,97687,-231.37,72,84.5,106.2,711.8,0.0,0.0,0,0,0,-0.01,4.01,4,1.00,Rest
535513,STRESS,310,96338,-1454.79,72,84.5,106.2,711.8,0.0,0.0,0,0,0,-0.01,4.01,4,1.00,Rest
536514,STRESS,304,97971,195.85,72,84.5,106.2,711.8,0.0,0.0,0,0,0,-0.01,4.01,4,1.00,Rest
537515,STRESS,297,99856,1847.49,73,120.2,152.6,711.8,0.0,0.0,0,0,0,-0.37,4.01,4,0.72,Rest
538515,STRESS,299,99492,1154.20,73,120.2,152.6,711.8,0.0,0.0,0,0,0,-0.37,4.01,1,,
539516,STRESS,303,98438,-55.23,73,120.2,152.6,711.8,0.0,0.0,0,0,0,-0.37,4.01,1,,
540516,STRESS,307,98385,-49.46,73,120.2,152.6,711.8,0.0,0.0,0,0,0,-0.37,4.01,1,,
541517,STRESS,302,97422,-875.28,73,120.2,152.6,711.8,0.0,0.0,0,0,0,-0.37,4.01,1,,
542518,STRESS,305,97353,-765.20,73,120.2,152.6,711.8,0.0,0.0,0,0,0,-0.37,4.01,1,,
543518,STRESS,301,98125,125.69,73,120.2,152.6,711.8,0.0,0.0,0,0,0,-0.37,4.01,1,,
544519,STRESS,293,97043,-852.07,73,120.2,152.6,711.8,0.0,0.0,0,0,0,-0.37,4.01,1,,
545520,STRESS,291,97102,-695.78,73,120.2,152.6,711.8,0.0,0.0,0,0,0,-0.37,4.01,1,,
546521,STRESS,297,97799,178.91,73,120.2,152.6,711.8,0.0,0.0,0,0,0,-0.37,4.01,1,,
547521,STRESS,307,96526,-853.04,73,120.2,152.6,711.8,0.0,0.0,0,0,0,-0.37,4.01,1,,
548522,STRESS,292,100264,2633.03,73,120.2,152.6,711.8,0.0,0.0,0,0,0,-0.37,4.01,1,,
549523,STRESS,284,99131,1106.48,73,120.2,152.6,716.7,15.8,2.0,1,1,0,-0.37,4.24,1,,
550527,STRESS,288,98619,365.21,73,120.2,152.6,716.7,15.8,2.0,1,1,0,-0.37,4.24,1,,
551564,STRESS,292,99072,732.61,73,120.2,152.6,716.7,15.8,2.0,1,1,0,-0.37,4.24,1,,
552565,STRESS,300,98571,140.81,73,120.2,152.6,716.7,15.8,2.0,1,1,0,-0.37,4.24,1,,
553567,STRESS,299,98667,160.23,73,120.2,152.6,716.7,15.8,2.0,1,1,0,-0.37,4.24,1,,
554567,STRESS,301,99051,456.55,73,120.2,152.6,716.7,15.8,2.0,1,1,0,-0.37,4.24,1,,
555570,STRESS,298,98497,-129.84,73,120.2,152.6,716.7,15.8,2.0,1,1,0,-0.37,4.24,1,,
556609,STRESS,301,98003,-561.98,74,120.6,169.1,716.7,15.8,2.0,1,1,0,-0.45,4.24,4,0.72,Rest
557610,STRESS,304,98052,-372.51,74,120.6,169.1,716.7,15.8,2.0,1,1,0,-0.45,4.24,4,0.72,Rest
558610,STRESS,299,96573,-1526.95,74,120.6,169.1,716.7,15.8,2.0,1,1,0,-0.45,4.24,4,0.72,Rest
559611,STRESS,302,96901,-849.67,74,120.6,169.1,716.7,15.8,2.0,1,1,0,-0.45,4.24,4,0.72,Rest
560616,STRESS,301,95988,-1431.79,74,120.6,169.1,716.7,15.8,2.0,1,1,0,-0.45,4.24,4,0.72,Rest
561654,STRESS,302,96244,-872.61,74,120.6,169.1,716.7,15.8,2.0,1,1,0,-0.45,4.24,4,0.72,Rest
562654,STRESS,303,94846,-1918.27,74,120.6,169.1,716.7,15.8,2.0,1,1,0,-0.45,4.24,4,0.72,Rest
563654,STRESS,304,94908,-1439.64,74,120.6,169.1,716.7,15.8,2.0,1,1,0,-0.45,4.24,4,0.72,Rest
564655,STRESS,306,95203,-809.94,74,120.6,169.1,716.7,15.8,2.0,1,1,0,-0.45,4.24,4,0.72,Rest
565656,STRESS,307,93996,-1692.38,74,120.6,169.1,716.7,15.8,2.0,1,1,0,-0.45,4.24,4,0.72,Rest
566656,STRESS,306,94032,-1355.80,74,120.6,169.1,716.7,15.8,2.0,1,1,0,-0.45,4.24,4,0.72,Rest
567657,STRESS,306,95145,-30.97,74,120.6,169.1,716.7,15.8,2.0,1,1,0,-0.45,4.24,4,0.72,Rest
568658,STRESS,305,94927,-145.13,74,120.6,169.1,716.7,15.8,2.0,1,1,0,-0.45,4.24,4,0.72,Rest
569659,STRESS,305,93806,-1089.67,74,120.6,169.1,716.7,15.8,2.0,1,1,0,-0.45,4.24,4,0.72,Rest
570660,STRESS,304,94165,-583.93,74,120.6,169.1,716.7,15.8,2.0,1,1,0,-0.45,4.24,4,0.72,Rest
571660,STRESS,305,94477,-109.84,74,120.6,169.1,716.7,15.8,2.0,1,1,0,-0.45,4.24,4,0.72,Rest
572661,STRESS,306,93365,-1051.29,74,120.6,169.1,716.7,15.8,2.0,1,1,0,-0.45,4.24,4,0.72,Rest
573662,STRESS,307,93105,-1042.21,74,120.6,169.1,716.7,15.8,2.0,1,1,0,-0.45,4.24,4,0.72,Rest
574663,STRESS,304,93501,-423.93,74,120.6,169.1,716.7,15.8,2.0,1,1,0,-0.45,4.24,4,0.72,Rest
575663,STRESS,306,91912,-1737.68,74,120.6,169.1,716.7,15.8,2.0,1,1,0,-0.45,4.24,4,0.72,Rest
576664,STRESS,308,92573,-806.37,74,120.6,169.1,716.7,15.8,2.0,1,1,0,-0.45,4.24,4,0.72,Rest
577665,STRESS,310,93024,-153.91,74,120.6,169.1,716.7,15.8,2.0,1,1,0,-0.45,4.24,4,0.72,Rest
578666,STRESS,303,91793,-1214.94,74,120.6,169.1,716.7,15.8,2.0,1,1,0,-0.45,4.24,4,0.72,Rest
579667,STRESS,301,92377,-505.98,74,120.6,169.1,716.7,15.8,2.0,1,1,0,-0.45,4.24,4,0.72,Rest
580668,STRESS,304,93214,347.67,73,120.2,169.1,716.7,15.8,2.0,1,1,0,-0.46,4.24,4,0.71,Rest
581669,STRESS,301,93545,659.77,73,120.2,169.3,716.7,15.8,2.0,1,1,0,-0.48,4.24,4,0.70,Rest
582670,STRESS,302,92502,-416.73,73,120.2,169.2,716.7,15.8,2.0,1,1,0,-0.49,4.24,4,0.69,Rest
583671,STRESS,304,92716,-205.15,73,120.2,169.4,716.7,15.8,2.0,1,1,0,-0.49,4.24,4,0.69,Rest
584672,STRESS,304,92681,-208.16,73,120.2,169.6,716.7,15.8,2.0,1,1,0,-0.48,4.24,4,0.70,Rest
585672,STRESS,302,93385,458.22,73,120.1,169.4,721.6,0.0,0.0,0,0,0,-0.46,4.48,4,0.77,Rest
586673,STRESS,301,92744,-230.77,74,125.6,172.5,721.6,0.0,0.0,0,0,0,-0.41,4.48,4,0.81,Rest
587674,STRESS,301,92941,-72.87,74,128.9,187.7,721.6,0.0,0.0,0,0,0,-0.55,4.48,4,0.71,Rest
588674,STRESS,303,93246,172.91,74,128.2,191.3,721.6,0.0,0.0,0,0,0,-0.54,4.48,4,0.71,Rest
589675,STRESS,303,93909,734.62,76,155.1,218.3,721.6,0.0,0.0,0,0,0,-0.68,4.48,4,0.61,Rest
590675,STRESS,305,94098,792.78,76,155.1,218.3,721.6,0.0,0.0,0,0,0,-0.68,4.48,1,,
591677,STRESS,301,94136,724.52,76,155.1,218.3,721.6,0.0,0.0,0,0,0,-0.68,4.48,1,,
592677,STRESS,301,93334,-151.96,76,155.1,218.3,721.6,0.0,0.0,0,0,0,-0.68,4.48,1,,
593678,STRESS,302,93264,-273.61,76,155.1,218.3,721.6,0.0,0.0,0,0,0,-0.68,4.48,1,,
594679,STRESS,301,93023,-494.52,76,155.1,218.3,721.6,0.0,0.0,0,0,0,-0.68,4.48,1,,
595679,STRESS,302,93348,-143.43,76,155.1,218.3,721.6,0.0,0.0,0,0,0,-0.68,4.48,1,,
596681,STRESS,300,93515,60.87,76,155.1,218.3,721.6,0.0,0.0,0,0,0,-0.68,4.48,1,,
597682,STRESS,300,93846,389.39,76,156.8,245.4,721.6,0.0,0.0,0,0,0,-0.88,4.48,4,0.46,Rest
598683,STRESS,298,94260,743.45,76,156.8,245.6,721.6,0.0,0.0,0,0,0,-0.88,4.48,4,0.46,Rest
599688,STRESS,299,93930,389.34,75,157.1,238.1,721.6,0.0,0.0,0,0,0,-0.89,4.48,4,0.45,Rest
600725,STRESS,299,93257,-271.59,76,155.4,235.7,721.6,0.0,0.0,0,0,0,-0.85,4.48,4,0.48,Rest
601767,STRESS,301,93318,-217.13,75,155.6,236.6,721.6,0.0,0.0,0,0,0,-0.87,4.48,4,0.46,Rest
602805,STRESS,304,93964,352.15,75,157.2,237.1,721.6,0.0,0.0,0,0,0,-0.91,4.48,4,0.43,Rest
603806,STRESS,303,94576,820.17,77,179.4,256.3,721.6,0.0,0.0,0,0,0,-0.98,4.48,4,0.38,Rest
604807,STRESS,304,94655,790.30,77,179.4,256.3,721.6,0.0,0.0,0,0,0,-0.98,4.48,1,,
605808,STRESS,304,94060,96.20,77,179.4,256.3,721.6,0.0,0.0,0,0,0,-0.98,4.48,1,,
606809,STRESS,299,93609,-356.77,77,179.4,256.3,721.6,0.0,0.0,0,0,0,-0.98,4.48,1,,
607809,STRESS,299,93757,-187.41,77,179.4,256.3,721.6,0.0,0.0,0,0,0,-0.98,4.48,1,,
608811,STRESS,298,94282,318.14,77,179.4,256.3,721.6,0.0,0.0,0,0,0,-0.98,4.48,1,,
609811,STRESS,294,94132,186.12,77,179.4,256.3,721.6,0.0,0.0,0,0,0,-0.98,4.48,1,,
610815,STRESS,295,94299,332.08,77,179.4,256.3,721.6,0.0,0.0,0,0,0,-0.98,4.48,1,,
611853,STRESS,297,93448,-519.56,77,179.4,256.3,721.6,0.0,0.0,0,0,0,-0.98,4.48,1,,
612854,STRESS,293,93679,-250.37,77,179.4,276.2,721.6,0.0,0.0,0,0,0,-1.11,4.48,4,0.29,Rest
613854,STRESS,294,93839,-77.52,77,179.8,275.8,721.6,0.0,0.0,0,0,0,-1.12,4.48,4,0.28,Rest
614855,STRESS,304,92588,-1197.65,77,179.7,275.8,721.6,0.0,0.0,0,0,0,-1.12,4.48,4,0.28,Rest
615856,STRESS,302,94308,795.40,77,179.7,275.8,721.6,0.0,0.0,0,0,0,-1.12,4.48,4,0.28,Rest
616857,STRESS,298,92187,-1159.94,77,179.7,275.8,721.6,0.0,0.0,0,0,0,-1.12,4.48,4,0.28,Rest
617858,STRESS,297,92685,-487.67,77,179.7,275.8,721.6,0.0,0.0,0,0,0,-1.12,4.48,4,0.28,Rest
618859,STRESS,286,100479,6334.80,77,179.7,275.8,721.6,0.0,0.0,0,0,0,-1.12,4.48,4,0.28,Rest
619859,STRESS,283,101186,5629.73,77,179.7,275.8,721.6,0.0,0.0,0,0,0,-1.12,4.48,1,,
620860,STRESS,294,100738,3963.92,77,179.7,275.8,721.6,0.0,0.0,0,0,0,-1.12,4.48,1,,
621861,STRESS,296,99769,2183.00,77,179.7,275.8,721.7,0.0,0.0,0,0,0,-1.12,4.48,1,,
622862,STRESS,296,100074,2044.71,77,179.7,275.8,721.7,0.0,0.0,0,0,0,-1.12,4.48,1,,
623863,STRESS,302,100071,1623.15,77,179.7,275.8,721.7,0.0,0.0,0,0,0,-1.12,4.48,1,,
624863,STRESS,305,99053,391.25,77,179.7,275.8,721.7,0.0,0.0,0,0,0,-1.12,4.48,1,,
625864,STRESS,307,100111,1208.73,77,179.7,275.8,721.7,0.0,0.0,0,0,0,-1.12,4.48,1,,
626865,STRESS,307,99630,473.44,77,179.7,275.8,721.7,0.0,0.0,0,0,0,-1.12,4.48,1,,
627868,STRESS,307,99798,549.77,77,179.7,275.8,721.7,0.0,0.0,0,0,0,-1.12,4.48,1,,
628868,STRESS,309,99291,-14.52,77,179.7,275.8,721.7,0.0,0.0,0,0,0,-1.12,4.48,1,,
629868,STRESS,308,99247,-70.40,77,179.7,275.8,721.7,0.0,0.0,0,0,0,-1.12,4.48,1,,
630869,STRESS,305,99753,367.61,77,179.7,275.8,721.7,0.0,0.0,0,0,0,-1.12,4.48,1,,
631871,STRESS,305,99750,337.58,77,179.4,268.6,721.7,0.0,0.0,0,0,0,-1.05,4.48,1,,
632912,STRESS,305,98838,-536.34,76,170.4,260.3,721.7,0.0,0.0,0,0,0,-1.05,4.48,4,0.33,Rest
633951,STRESS,305,98811,-483.17,76,170.4,244.6,721.7,0.0,0.0,0,0,0,-0.95,4.48,4,0.40,Rest
634953,STRESS,306,99422,173.68,74,149.9,233.0,721.7,0.0,0.0,0,0,0,-0.92,4.48,4,0.43,Rest
635954,STRESS,306,99699,392.05,74,150.3,233.0,721.7,0.0,0.0,0,0,0,-0.97,4.48,4,0.39,Rest
636954,STRESS,306,99352,119.46,74,150.8,233.2,721.7,0.0,0.0,0,0,0,-1.00,4.48,4,0.37,Rest
637954,STRESS,307,98642,-533.56,74,150.7,233.5,721.7,0.0,0.0,0,0,0,-0.99,4.48,4,0.38,Rest
638956,STRESS,299,98740,-439.86,74,150.7,233.4,721.7,0.0,0.0,0,0,0,-0.98,4.48,4,0.38,Rest
639956,STRESS,304,98859,47.56,74,150.7,233.4,721.7,0.0,0.0,0,0,0,-0.98,4.48,4,0.38,Rest
640958,STRESS,307,99952,1083.62,74,150.7,233.4,721.7,0.0,0.0,0,0,0,-0.98,4.48,4,0.38,Rest
641958,STRESS,301,99765,705.62,74,150.7,233.4,721.7,0.0,0.0,0,0,0,-0.98,4.48,4,0.38,Rest
642959,STRESS,302,99927,727.48,74,151.0,233.8,721.7,0.0,0.0,0,0,0,-0.98,4.48,4,0.39,Rest
643959,STRESS,305,99913,585.07,74,151.9,234.0,721.7,0.0,0.0,0,0,0,-0.95,4.48,4,0.40,Rest
644960,STRESS,306,98962,-386.16,74,147.2,219.5,721.7,0.0,0.0,0,0,0,-0.89,4.48,4,0.45,Rest
645961,STRESS,306,98828,-461.54,74,142.8,216.5,721.7,0.0,0.0,0,0,0,-0.78,4.48,4,0.53,Rest
646961,STRESS,304,98706,-500.22,75,143.7,216.5,721.7,0.0,0.0,0,0,0,-0.76,4.48,4,0.55,Rest
647963,STRESS,306,97993,-1025.70,75,143.7,216.5,721.7,0.0,0.0,0,0,0,-0.76,4.48,4,0.55,Rest
648966,STRESS,307,97722,-1081.71,75,143.7,216.5,721.7,0.0,0.0,0,0,0,-0.76,4.48,4,0.55,Rest
650004,STRESS,310,98078,-524.91,75,143.7,216.5,721.7,0.0,0.0,0,0,0,-0.76,4.48,4,0.55,Rest
651006,STRESS,302,98132,-298.11,75,143.7,216.5,721.7,0.0,0.0,0,0,0,-0.76,4.48,4,0.55,Rest
652046,STRESS,301,96570,-1594.91,75,143.7,216.5,721.7,0.0,0.0,0,0,0,-0.76,4.48,4,0.55,Rest
653046,STRESS,303,96241,-1617.22,75,143.7,216.5,721.7,0.0,0.0,0,0,0,-0.76,4.48,4,0.55,Rest
654047,STRESS,305,96570,-955.12,75,143.7,216.5,721.7,0.0,0.0,0,0,0,-0.76,4.48,4,0.55,Rest
655048,STRESS,307,96528,-746.69,75,143.7,216.5,721.7,0.0,0.0,0,0,0,-0.76,4.48,4,0.55,Rest
656049,STRESS,304,95703,-1298.48,75,143.7,216.5,721.7,0.0,0.0,0,0,0,-0.76,4.48,4,0.55,Rest
657050,STRESS,305,95595,-1160.90,75,143.7,216.5,721.7,0.0,0.0,0,0,0,-0.76,4.48,4,0.55,Rest
658050,STRESS,308,95870,-662.11,75,143.7,216.5,720.8,0.0,0.0,0,0,0,-0.76,4.44,4,0.54,Rest
659051,STRESS,309,96138,-240.75,75,143.7,216.5,720.8,0.0,0.0,0,0,0,-0.76,4.44,4,0.54,Rest
660052,STRESS,310,96405,139.92,75,143.7,216.5,720.8,0.0,0.0,0,0,0,-0.76,4.44,4,0.54,Rest
661054,STRESS,313,96912,708.62,75,144.6,193.4,720.8,0.0,0.0,0,0,0,-0.64,4.44,4,0.63,Rest
662054,STRESS,313,99550,2737.49,74,121.5,170.9,720.8,0.0,0.0,0,0,0,-0.44,4.44,4,0.78,Rest
663054,STRESS,314,97715,505.07,74,121.5,170.9,720.8,0.0,0.0,0,0,0,-0.44,4.44,1,,
664055,STRESS,313,97248,-129.71,74,121.5,170.9,720.8,0.0,0.0,0,0,0,-0.44,4.44,1,,
665056,STRESS,314,97189,-264.12,74,121.5,170.9,720.8,0.0,0.0,0,0,0,-0.44,4.44,1,,
666057,STRESS,313,97707,198.88,74,121.5,170.9,720.8,0.0,0.0,0,0,0,-0.44,4.44,1,,
667059,STRESS,313,97924,386.46,74,121.5,170.9,720.8,0.0,0.0,0,0,0,-0.44,4.44,1,,
668099,STRESS,315,98136,592.13,74,122.5,183.6,720.8,0.0,0.0,0,0,0,-0.54,4.44,4,0.71,Rest
669099,STRESS,314,98131,622.33,74,122.5,183.7,720.8,0.0,0.0,0,0,0,-0.54,4.44,4,0.70,Rest
670101,STRESS,315,97245,-204.30,74,122.2,182.1,720.8,0.0,0.0,0,0,0,-0.53,4.44,4,0.71,Rest
671101,STRESS,315,96395,-949.81,73,125.0,181.8,720.8,0.0,0.0,0,0,0,-0.58,4.44,4,0.67,Rest
672106,STRESS,315,96246,-992.77,73,124.9,181.2,720.8,0.0,0.0,0,0,0,-0.58,4.44,4,0.68,Rest
673143,STRESS,313,95972,-1172.95,73,127.6,153.8,720.8,0.0,0.0,0,0,0,-0.46,4.44,4,0.76,Rest
674144,STRESS,312,96165,-867.74,71,88.3,113.3,720.8,0.0,0.0,0,0,0,-0.18,4.44,4,0.97,Rest
675144,DONE,311,96737,-240.93,71,89.2,113.3,720.8,0.0,0.0,0,0,0,-0.18,,0,,
676146,DONE,309,96743,-266.76,71,89.2,114.1,720.8,0.0,0.0,0,0,0,-0.18,,0,,
677146,DONE,303,97335,340.86,71,90.1,112.8,720.8,0.0,0.0,0,0,0,-0.18,,0,,
678148,DONE,300,97506,535.77,71,88.6,113.6,720.8,0.0,0.0,0,0,0,-0.18,,0,,
679152,DONE,302,96899,-49.89,70,88.3,113.6,720.8,0.0,0.0,0,0,0,-0.18,,0,,
680189,DONE,297,96058,-790.29,71,88.8,114.4,720.8,0.0,0.0,0,0,0,-0.18,,0,,
681190,DONE,292,96735,-71.18,71,88.6,114.4,720.8,0.0,0.0,0,0,0,-0.18,,0,,
682191,DONE,292,97532,622.95,70,89.6,115.1,720.8,0.0,0.0,0,0,0,-0.18,,0,,
683194,DONE,294,97774,725.37,71,93.6,120.4,720.8,0.0,0.0,0,0,0,-0.18,,0,,
684232,DONE,291,98793,1597.34,71,93.6,120.4,720.8,0.0,0.0,0,0,0,-0.18,,0,,
685234,DONE,293,99860,2118.63,70,120.2,178.2,720.8,0.0,0.0,0,0,0,-0.18,,0,,
686234,DONE,289,97692,-268.00,70,126.0,195.9,720.8,0.0,0.0,0,0,0,-0.18,,0,,
687234,DONE,293,97332,-603.80,69,123.4,197.5,720.8,0.0,0.0,0,0,0,-0.18,,0,,
688236,DONE,295,97676,-244.23,69,122.9,197.9,720.8,0.0,0.0,0,0,0,-0.18,,0,,
689236,DONE,295,97697,-196.80,69,124.1,198.9,720.8,0.0,0.0,0,0,0,-0.18,,0,,
690237,DONE,294,98184,307.20,68,129.0,208.8,720.8,0.0,0.0,0,0,0,-0.18,,0,,
691240,DONE,295,98715,813.86,68,129.0,208.8,720.8,0.0,0.0,0,0,0,-0.18,,0,,
