time_ms,mode,ir_raw,filtered_ppg,ibi_ms,valid_ibi_ms,mean_hr,sdnn,rmssd,baseline_mean_hr_mean,baseline_mean_hr_std,baseline_sdnn_mean,baseline_sdnn_std,baseline_rmssd_mean,baseline_rmssd_std,ibi_count,baseline_count,no_finger_count,pc_elapsed_sec,analysis_mode,time_sec
13042,CALIBRATION,94661,22595.6699,481.0,481.0,,,,,,,,,,1,0,114,0.0,BASELINE,13.042
14043,CALIBRATION,94742,-4367.2222,481.0,481.0,,,,,,,,,,1,0,114,0.0,BASELINE,14.043
15044,CALIBRATION,94348,-11890.2832,481.0,481.0,,,,,,,,,,1,0,114,0.8,BASELINE,15.044
16045,CALIBRATION,93832,-10111.5332,481.0,481.0,,,,,,,,,,1,0,114,1.8,BASELINE,16.045
17045,CALIBRATION,94076,-5701.1196,481.0,481.0,,,,,,,,,,1,0,114,2.8,BASELINE,17.045
18046,CALIBRATION,93819,-2421.8569,481.0,481.0,,,,,,,,,,1,0,114,3.8,BASELINE,18.046
19047,CALIBRATION,93896,-305.7982,481.0,481.0,,,,,,,,,,1,0,114,4.8,BASELINE,19.047
20048,CALIBRATION,93962,483.0994,481.0,481.0,,,,,,,,,,1,0,114,5.8,BASELINE,20.048
21049,CALIBRATION,93737,530.5037,481.0,481.0,,,,,,,,,,1,0,114,6.8,BASELINE,21.049
22050,CALIBRATION,93763,336.6129,481.0,481.0,,,,,,,,,,1,0,114,7.81,BASELINE,22.05
23050,CALIBRATION,93815,200.7839,481.0,481.0,,,,,,,,,,1,0,114,8.81,BASELINE,23.05
24051,CALIBRATION,93700,29.6676,481.0,481.0,,,,,,,,,,1,0,114,9.81,BASELINE,24.051
25052,CALIBRATION,93594,-64.262,481.0,481.0,,,,,,,,,,1,0,114,10.81,BASELINE,25.052
26053,CALIBRATION,93409,41.0737,481.0,481.0,,,,,,,,,,1,0,114,11.81,BASELINE,26.053
27054,CALIBRATION,93582,42.8268,481.0,481.0,,,,,,,,,,1,0,114,12.81,BASELINE,27.054
28055,CALIBRATION,93457,62.9517,481.0,481.0,,,,,,,,,,1,0,114,13.81,BASELINE,28.055
29055,CALIBRATION,93689,139.1253,481.0,481.0,,,,,,,,,,1,0,114,14.81,BASELINE,29.055
30056,CALIBRATION,93525,0.8291,481.0,481.0,,,,,,,,,,1,0,114,15.81,BASELINE,30.056
31057,CALIBRATION,93672,53.5689,481.0,481.0,,,,,,,,,,1,0,114,16.81,BASELINE,31.057
32058,CALIBRATION,93667,-39.7503,481.0,481.0,,,,,,,,,,1,0,114,17.81,BASELINE,32.058
33059,CALIBRATION,93597,-34.86,481.0,481.0,,,,,,,,,,1,0,114,18.81,BASELINE,33.059
34059,CALIBRATION,93608,-32.5906,481.0,481.0,,,,,,,,,,1,0,114,19.81,BASELINE,34.059
35060,CALIBRATION,93480,-29.5991,481.0,481.0,,,,,,,,,,1,0,114,20.81,BASELINE,35.06
36061,CALIBRATION,93437,-34.5551,481.0,481.0,,,,,,,,,,1,0,114,21.82,BASELINE,36.061
37062,CALIBRATION,93263,-63.0921,481.0,481.0,,,,,,,,,,1,0,114,22.82,BASELINE,37.062
38063,CALIBRATION,93448,102.291,25340.0,,,,,,,,,,,1,0,114,23.82,BASELINE,38.063
39063,CALIBRATION,93366,14.2106,640.0,640.0,,,,,,,,,,3,0,114,24.82,BASELINE,39.063
40064,CALIBRATION,93523,121.8202,681.0,681.0,,,,,,,,,,4,0,114,25.82,BASELINE,40.064
41065,CALIBRATION,93487,-18.0143,681.0,681.0,95.64,78.49,59.34,96.82,0.77,81.46,1.95,64.3,3.25,6,24,114,26.82,BASELINE,41.065
42066,CALIBRATION,93582,40.1911,640.0,640.0,95.37,71.81,56.69,96.13,0.87,77.76,4.53,60.9,4.15,7,49,114,27.82,BASELINE,42.066
43067,CALIBRATION,93528,-61.965,680.0,680.0,93.67,66.18,51.19,95.49,1.17,74.56,5.88,58.51,4.86,9,74,114,28.83,BASELINE,43.067
44067,CALIBRATION,93561,-25.9132,681.0,681.0,93.08,63.7,48.27,94.94,1.39,72.07,6.68,56.22,5.82,10,99,114,29.83,BASELINE,44.067
45068,CALIBRATION,93524,-49.9859,1321.0,,93.08,63.7,48.27,94.57,1.45,70.38,6.85,54.62,6.1,10,124,114,30.83,BASELINE,45.068
46069,CALIBRATION,93648,63.5864,641.0,641.0,93.13,60.44,47.51,94.32,1.43,68.91,7.09,53.47,6.13,11,149,114,31.83,BASELINE,46.069
47070,CALIBRATION,93535,-50.7893,681.0,681.0,92.33,56.82,44.81,94.08,1.46,67.36,7.58,52.43,6.22,13,174,114,32.83,BASELINE,47.07
48071,CALIBRATION,93584,15.8311,640.0,640.0,92.43,54.66,44.52,93.86,1.47,65.86,8.13,51.45,6.36,14,199,114,33.83,BASELINE,48.071
49072,CALIBRATION,93538,-22.5802,640.0,640.0,92.23,51.58,44.07,93.68,1.49,64.41,8.7,50.65,6.42,16,224,114,34.83,BASELINE,49.072
50072,CALIBRATION,93545,51.067,681.0,681.0,91.97,50.48,43.88,93.51,1.49,63.05,9.2,49.97,6.41,17,249,114,35.83,BASELINE,50.072
51073,CALIBRATION,93453,-78.7535,633.0,633.0,92.15,47.81,42.25,93.38,1.48,61.73,9.72,49.33,6.44,19,274,114,36.83,BASELINE,51.073
52074,CALIBRATION,93383,70.3508,633.0,633.0,92.15,47.81,42.25,93.28,1.46,60.56,10.07,48.74,6.47,19,299,114,37.83,BASELINE,52.074
53075,CALIBRATION,93461,5.5641,632.0,632.0,92.29,46.73,41.12,93.2,1.43,59.55,10.29,48.21,6.48,20,324,114,38.83,BASELINE,53.075
54075,CALIBRATION,93458,107.2542,641.0,641.0,92.35,45.59,40.13,93.13,1.4,58.57,10.52,47.65,6.56,21,349,114,39.83,BASELINE,54.075
55076,CALIBRATION,93407,-56.2472,673.0,673.0,91.72,46.61,44.11,93.04,1.39,57.81,10.55,47.39,6.42,23,374,114,40.83,BASELINE,55.076
56077,CALIBRATION,93519,95.3909,681.0,681.0,91.57,45.91,43.17,92.96,1.39,57.08,10.6,47.14,6.28,24,399,114,41.84,BASELINE,56.077
57078,CALIBRATION,93470,-25.5364,633.0,633.0,91.73,44.27,42.04,92.88,1.38,56.35,10.69,46.87,6.19,26,424,114,42.84,BASELINE,57.078
58079,CALIBRATION,93454,51.325,680.0,680.0,91.59,43.69,42.24,92.81,1.37,55.66,10.78,46.61,6.11,27,449,114,43.84,BASELINE,58.079
59079,CALIBRATION,93498,17.0621,632.0,632.0,91.54,42.81,42.14,92.74,1.37,55.0,10.85,46.35,6.05,29,474,114,44.84,BASELINE,59.079
60080,CALIBRATION,93262,-20.0977,641.0,641.0,91.61,42.15,41.44,92.68,1.36,54.37,10.93,46.11,5.98,30,499,114,45.84,BASELINE,60.08
61081,CALIBRATION,93448,6.3319,1361.0,,91.61,42.15,41.44,92.63,1.34,53.78,10.98,45.89,5.92,30,524,114,46.84,BASELINE,61.081
62082,CALIBRATION,93228,3.7734,641.0,641.0,90.69,24.53,34.18,92.56,1.36,52.74,11.85,45.47,6.13,30,549,114,47.84,BASELINE,62.082
63083,CALIBRATION,93448,28.9173,640.0,640.0,90.69,24.53,33.32,92.48,1.38,51.51,12.94,44.96,6.45,30,574,114,48.84,BASELINE,63.083
64084,CALIBRATION,93368,-18.0156,641.0,641.0,91.05,24.47,33.32,92.41,1.39,50.38,13.77,44.48,6.73,30,599,114,49.84,BASELINE,64.084
65084,MONITORING,93433,12.5696,640.0,640.0,91.24,24.34,32.44,92.36,1.38,49.46,14.35,44.07,6.95,30,621,114,50.84,MONITORING,65.084
66085,MONITORING,93405,-29.9462,640.0,640.0,91.43,24.11,31.54,92.36,1.38,49.46,14.35,44.07,6.95,30,621,114,51.84,MONITORING,66.085
67086,MONITORING,93493,69.4478,641.0,641.0,91.61,23.84,31.54,92.36,1.38,49.46,14.35,44.07,6.95,30,621,114,52.84,MONITORING,67.086
68087,MONITORING,93339,-74.0304,641.0,641.0,91.8,23.47,29.78,92.36,1.38,49.46,14.35,44.07,6.95,30,621,114,53.85,MONITORING,68.087
69088,MONITORING,93477,107.0039,680.0,680.0,91.8,23.47,30.65,92.36,1.38,49.46,14.35,44.07,6.95,30,621,114,54.85,MONITORING,69.088
70089,MONITORING,93379,-22.6593,640.0,640.0,91.8,23.47,29.69,92.36,1.38,49.46,14.35,44.07,6.95,30,621,114,55.85,MONITORING,70.089
71089,MONITORING,93456,92.5601,641.0,641.0,91.99,22.99,28.7,92.36,1.38,49.46,14.35,44.07,6.95,30,621,114,56.85,MONITORING,71.089
72090,MONITORING,93298,-107.6665,673.0,673.0,91.8,23.49,28.5,92.36,1.38,49.46,14.35,44.07,6.95,30,621,114,57.85,MONITORING,72.09
73091,MONITORING,93464,107.7731,680.0,680.0,91.65,23.95,28.39,92.36,1.38,49.46,14.35,44.07,6.95,30,621,114,58.85,MONITORING,73.091
74092,MONITORING,93359,-51.7596,640.0,640.0,91.39,23.82,29.34,92.36,1.38,49.46,14.35,44.07,6.95,30,621,114,59.85,MONITORING,74.092
75092,MONITORING,93469,75.3416,681.0,681.0,91.2,24.04,25.65,92.36,1.38,49.46,14.35,44.07,6.95,30,621,114,60.85,MONITORING,75.092
76093,MONITORING,93226,-109.412,681.0,681.0,91.42,20.6,23.53,92.36,1.38,49.46,14.35,44.07,6.95,30,621,114,61.85,MONITORING,76.093
77094,MONITORING,93344,129.6022,1321.0,,91.42,20.6,23.53,92.36,1.38,49.46,14.35,44.07,6.95,30,621,114,62.85,MONITORING,77.094
78095,MONITORING,93249,-36.0219,674.0,674.0,91.58,20.15,24.06,92.36,1.38,49.46,14.35,44.07,6.95,30,621,114,63.85,MONITORING,78.095
79096,MONITORING,93218,72.8125,640.0,640.0,91.61,20.3,24.72,92.36,1.38,49.46,14.35,44.07,6.95,30,621,114,64.85,MONITORING,79.096
80097,MONITORING,93152,-40.5746,672.0,672.0,91.39,20.53,25.0,92.36,1.38,49.46,14.35,44.07,6.95,30,621,114,65.86,MONITORING,80.097
81097,MONITORING,92864,-2.0677,640.0,640.0,91.76,21.74,27.14,92.36,1.38,49.46,14.35,44.07,6.95,30,621,114,66.85,MONITORING,81.097
82098,MONITORING,93139,37.989,681.0,681.0,91.58,22.15,28.18,92.36,1.38,49.46,14.35,44.07,6.95,30,621,114,67.86,MONITORING,82.098
83099,MONITORING,92855,35.4003,680.0,680.0,91.39,22.4,30.03,92.36,1.38,49.46,14.35,44.07,6.95,30,621,114,68.86,MONITORING,83.099
84100,MONITORING,93143,58.0291,641.0,641.0,91.38,22.38,30.89,92.36,1.38,49.46,14.35,44.07,6.95,30,621,114,69.86,MONITORING,84.1
85101,MONITORING,93026,12.3965,681.0,681.0,91.2,22.64,31.81,92.36,1.38,49.46,14.35,44.07,6.95,30,621,114,70.86,MONITORING,85.101
86101,MONITORING,93156,-13.1709,640.0,640.0,91.2,22.64,32.71,92.36,1.38,49.46,14.35,44.07,6.95,30,621,114,71.86,MONITORING,86.101
87102,MONITORING,92999,-112.7675,680.0,680.0,91.02,22.73,33.5,92.36,1.38,49.46,14.35,44.07,6.95,30,621,114,72.86,MONITORING,87.102
88103,MONITORING,93251,94.085,601.0,601.0,91.2,24.9,36.57,92.36,1.38,49.46,14.35,44.07,6.95,30,621,114,73.86,MONITORING,88.103
89104,MONITORING,93092,-84.4556,681.0,681.0,91.02,25.04,37.36,92.36,1.38,49.46,14.35,44.07,6.95,30,621,114,74.86,MONITORING,89.104
90105,MONITORING,93190,41.2933,640.0,640.0,91.2,24.95,38.13,92.36,1.38,49.46,14.35,44.07,6.95,30,621,114,75.86,MONITORING,90.105
91105,MONITORING,93076,-47.0674,640.0,640.0,91.39,24.74,37.36,92.36,1.38,49.46,14.35,44.07,6.95,30,621,114,76.86,MONITORING,91.105
92106,MONITORING,92966,119.1256,640.0,640.0,91.61,24.18,36.22,92.36,1.38,49.46,14.35,44.07,6.95,30,621,114,77.86,MONITORING,92.106
93107,MONITORING,93041,-78.7737,681.0,681.0,91.58,24.43,36.99,92.36,1.38,49.46,14.35,44.07,6.95,30,621,114,78.86,MONITORING,93.107
94108,MONITORING,92931,41.4584,641.0,641.0,91.95,23.67,36.99,92.36,1.38,49.46,14.35,44.07,6.95,30,621,114,79.87,MONITORING,94.108
95109,MONITORING,93162,31.3009,601.0,601.0,92.13,25.39,36.95,92.36,1.38,49.46,14.35,44.07,6.95,30,621,114,80.87,MONITORING,95.109
96110,MONITORING,92948,-129.1129,641.0,641.0,92.52,24.17,37.12,92.36,1.38,49.46,14.35,44.07,6.95,30,621,114,81.87,MONITORING,96.11
97111,MONITORING,93106,49.0859,640.0,640.0,92.55,24.22,36.78,92.36,1.38,49.46,14.35,44.07,6.95,30,621,114,82.87,MONITORING,97.111
98112,MONITORING,92971,-26.9657,600.0,600.0,92.9,25.25,35.89,92.36,1.38,49.46,14.35,44.07,6.95,30,621,114,83.87,MONITORING,98.112
99112,MONITORING,92815,85.5368,600.0,600.0,93.48,24.63,34.93,92.36,1.38,49.46,14.35,44.07,6.95,30,621,114,84.87,MONITORING,99.112
100113,MONITORING,93008,-19.6738,641.0,641.0,93.28,23.39,35.01,92.36,1.38,49.46,14.35,44.07,6.95,30,621,114,85.87,MONITORING,100.113
101114,MONITORING,93005,-42.7575,601.0,601.0,93.67,23.49,34.13,92.36,1.38,49.46,14.35,44.07,6.95,30,621,114,86.87,MONITORING,101.114
102115,MONITORING,93224,132.2454,600.0,600.0,93.87,24.63,33.36,92.36,1.38,49.46,14.35,44.07,6.95,30,621,114,87.87,MONITORING,102.115
103116,MONITORING,93014,-102.9545,600.0,600.0,94.27,24.39,34.29,92.36,1.38,49.46,14.35,44.07,6.95,30,621,114,88.87,MONITORING,103.116
104116,MONITORING,92889,7.3116,640.0,640.0,94.46,22.92,33.44,92.36,1.38,49.46,14.35,44.07,6.95,30,621,114,89.88,MONITORING,104.116
105117,MONITORING,93155,32.9373,601.0,601.0,94.66,23.73,34.21,92.36,1.38,49.46,14.35,44.07,6.95,30,621,114,90.87,MONITORING,105.117
106118,MONITORING,92958,-124.7028,640.0,640.0,94.86,22.12,30.95,92.36,1.38,49.46,14.35,44.07,6.95,30,621,114,91.88,MONITORING,106.118
107119,MONITORING,93148,52.6457,641.0,641.0,94.66,21.34,30.1,92.36,1.38,49.46,14.35,44.07,6.95,30,621,114,92.88,MONITORING,107.119
108120,MONITORING,93066,-20.1722,641.0,641.0,94.86,19.46,28.11,92.36,1.38,49.46,14.35,44.07,6.95,30,621,114,93.88,MONITORING,108.12
109121,MONITORING,92905,106.9422,641.0,641.0,95.06,20.28,30.1,92.36,1.38,49.46,14.35,44.07,6.95,30,621,114,94.88,MONITORING,109.121
110122,MONITORING,92994,-111.7397,640.0,640.0,95.06,20.28,30.1,92.36,1.38,49.46,14.35,44.07,6.95,30,621,114,95.88,MONITORING,110.122
111122,MONITORING,92948,-39.4928,600.0,600.0,95.26,20.99,30.1,92.36,1.38,49.46,14.35,44.07,6.95,30,621,114,96.88,MONITORING,111.122
112123,MONITORING,93172,77.971,641.0,641.0,95.46,18.78,30.1,92.36,1.38,49.46,14.35,44.07,6.95,30,621,114,97.88,MONITORING,112.123
113124,MONITORING,92917,-143.5771,641.0,641.0,95.46,18.78,29.17,92.36,1.38,49.46,14.35,44.07,6.95,30,621,114,98.88,MONITORING,113.124
114125,MONITORING,93122,116.6768,641.0,641.0,95.26,18.17,28.25,92.36,1.38,49.46,14.35,44.07,6.95,30,621,114,99.88,MONITORING,114.125
115126,MONITORING,92913,-59.7864,601.0,601.0,95.46,18.78,29.16,92.36,1.38,49.46,14.35,44.07,6.95,30,621,114,100.88,MONITORING,115.126
116127,MONITORING,92663,32.2487,641.0,641.0,95.46,18.78,29.07,92.36,1.38,49.46,14.35,44.07,6.95,30,621,114,101.88,MONITORING,116.127
117128,MONITORING,92829,-55.2409,641.0,641.0,95.25,18.12,28.06,92.36,1.38,49.46,14.35,44.07,6.95,30,621,114,102.89,MONITORING,117.128
118129,MONITORING,92693,-78.7785,641.0,641.0,95.05,17.29,25.91,92.36,1.38,49.46,14.35,44.07,6.95,30,621,114,103.89,MONITORING,118.129
119130,MONITORING,92916,109.1383,600.0,600.0,95.26,18.1,27.0,92.36,1.38,49.46,14.35,44.07,6.95,30,621,114,104.89,MONITORING,119.13
120130,MONITORING,92830,-24.2982,680.0,680.0,94.66,21.34,30.05,92.36,1.38,49.46,14.35,44.07,6.95,30,621,114,105.89,MONITORING,120.13
121131,MONITORING,93252,185.7447,601.0,601.0,94.65,21.29,32.56,92.36,1.38,49.46,14.35,44.07,6.95,30,621,114,106.89,MONITORING,121.131
122132,MONITORING,93027,-153.7751,681.0,681.0,94.26,21.96,32.48,92.36,1.38,49.46,14.35,44.07,6.95,30,621,114,107.89,MONITORING,122.132
123133,MONITORING,93230,44.6037,681.0,681.0,94.06,23.4,32.48,92.36,1.38,49.46,14.35,44.07,6.95,30,621,114,108.89,MONITORING,123.133
124134,MONITORING,93022,-139.028,680.0,680.0,93.86,24.63,31.66,92.36,1.38,49.46,14.35,44.07,6.95,30,621,114,109.89,MONITORING,124.134
125135,MONITORING,93249,109.0256,1321.0,,93.86,24.63,31.66,92.36,1.38,49.46,14.35,44.07,6.95,30,621,114,110.89,MONITORING,125.135
126136,MONITORING,92863,-145.7871,641.0,641.0,93.67,23.55,31.61,92.36,1.38,49.46,14.35,44.07,6.95,30,621,114,111.89,MONITORING,126.136
127137,MONITORING,92176,-215.6339,641.0,641.0,93.67,23.55,31.61,92.36,1.38,49.46,14.35,44.07,6.95,30,621,114,112.89,MONITORING,127.137
128138,MONITORING,92062,-79.4952,641.0,641.0,93.67,23.55,31.61,92.36,1.38,49.46,14.35,44.07,6.95,30,621,114,113.9,MONITORING,128.138
129138,MONITORING,91774,218.1473,680.0,680.0,93.47,24.63,32.43,92.36,1.38,49.46,14.35,44.07,6.95,30,621,114,114.9,MONITORING,129.138
130139,MONITORING,91714,12.5921,681.0,681.0,93.28,25.64,32.43,92.36,1.38,49.46,14.35,44.07,6.95,30,621,114,115.9,MONITORING,130.139
131140,MONITORING,91472,139.3737,680.0,680.0,93.09,26.49,32.43,92.36,1.38,49.46,14.35,44.07,6.95,30,621,114,116.9,MONITORING,131.14
132141,MONITORING,90623,-562.3383,592.0,592.0,92.89,28.18,35.54,92.36,1.38,49.46,14.35,44.07,6.95,30,621,114,117.9,MONITORING,132.141
133141,MONITORING,90832,217.6228,592.0,592.0,92.89,28.18,35.54,92.36,1.38,49.46,14.35,44.07,6.95,30,621,114,118.9,MONITORING,133.141
134142,MONITORING,90466,10.089,680.0,680.0,92.71,28.84,39.12,92.36,1.38,49.46,14.35,44.07,6.95,30,621,114,119.9,MONITORING,134.142
135143,MONITORING,90201,139.24,641.0,641.0,92.7,28.83,39.78,92.36,1.38,49.46,14.35,44.07,6.95,30,621,114,120.9,MONITORING,135.143
136144,MONITORING,89738,-180.3189,648.0,648.0,92.67,28.81,39.07,92.36,1.38,49.46,14.35,44.07,6.95,30,621,114,121.9,MONITORING,136.144
137145,MONITORING,89383,194.887,681.0,681.0,92.28,27.99,38.81,92.36,1.38,49.46,14.35,44.07,6.95,30,621,114,122.9,MONITORING,137.145
138145,MONITORING,89190,-102.097,640.0,640.0,92.29,28.0,39.55,92.36,1.38,49.46,14.35,44.07,6.95,30,621,114,123.9,MONITORING,138.145
139146,MONITORING,88977,288.9969,680.0,680.0,91.91,28.88,40.27,92.36,1.38,49.46,14.35,44.07,6.95,30,621,114,124.9,MONITORING,139.146
140147,MONITORING,89008,-14.8585,640.0,640.0,91.92,28.9,40.95,92.36,1.38,49.46,14.35,44.07,6.95,30,621,114,125.9,MONITORING,140.147
141148,MONITORING,88789,271.0436,681.0,681.0,91.35,27.84,40.37,92.36,1.38,49.46,14.35,44.07,6.95,30,621,114,126.9,MONITORING,141.148
142148,MONITORING,88801,-56.0599,680.0,680.0,91.17,27.97,40.37,92.36,1.38,49.46,14.35,44.07,6.95,30,621,114,127.9,MONITORING,142.148
143149,MONITORING,89465,518.639,681.0,681.0,90.98,28.07,40.37,92.36,1.38,49.46,14.35,44.07,6.95,30,621,114,128.91,MONITORING,143.149
144150,MONITORING,89573,102.4271,560.0,560.0,90.8,38.09,56.78,92.36,1.38,49.46,14.35,44.07,6.95,30,621,114,129.91,MONITORING,144.15
145150,MONITORING,89781,-72.8365,721.0,721.0,90.44,39.44,63.72,92.36,1.38,49.46,14.35,44.07,6.95,30,621,114,130.91,MONITORING,145.15
146151,MONITORING,89704,-118.2005,1361.0,,90.44,39.44,63.72,92.36,1.38,49.46,14.35,44.07,6.95,30,621,114,131.91,MONITORING,146.151
147152,MONITORING,89744,3.5699,640.0,640.0,90.26,37.87,63.72,92.36,1.38,49.46,14.35,44.07,6.95,30,621,114,132.91,MONITORING,147.152
148153,MONITORING,89586,-211.2659,640.0,640.0,90.26,37.87,63.72,92.36,1.38,49.46,14.35,44.07,6.95,30,621,114,133.91,MONITORING,148.153
149153,MONITORING,89734,359.8357,2562.0,,90.26,37.87,63.72,92.36,1.38,49.46,14.35,44.07,6.95,30,621,114,134.91,MONITORING,149.153
150154,MONITORING,90348,150.1089,601.0,601.0,90.62,39.47,64.13,92.36,1.38,49.46,14.35,44.07,6.95,30,621,114,135.91,MONITORING,150.154
151155,MONITORING,90370,168.0994,681.0,681.0,90.26,37.87,63.72,92.36,1.38,49.46,14.35,44.07,6.95,30,621,114,136.91,MONITORING,151.155
152156,MONITORING,90275,-165.6803,681.0,681.0,90.26,37.87,63.72,92.36,1.38,49.46,14.35,44.07,6.95,30,621,114,137.91,MONITORING,152.156
153156,MONITORING,89968,-298.6832,1921.0,,90.26,37.87,63.72,92.36,1.38,49.46,14.35,44.07,6.95,30,621,114,138.91,MONITORING,153.156
154157,MONITORING,89790,-180.1235,1921.0,,90.26,37.87,63.72,92.36,1.38,49.46,14.35,44.07,6.95,30,621,114,139.91,MONITORING,154.157
155158,MONITORING,87908,-1071.8182,1921.0,,90.26,37.87,63.72,92.36,1.38,49.46,14.35,44.07,6.95,30,621,114,140.91,MONITORING,155.158
156159,MONITORING,88348,748.3524,3163.0,,90.26,37.87,63.72,92.36,1.38,49.46,14.35,44.07,6.95,30,621,114,141.92,MONITORING,156.159
157159,MONITORING,88306,468.6547,560.0,560.0,90.62,42.24,67.14,92.36,1.38,49.46,14.35,44.07,6.95,30,621,114,142.92,MONITORING,157.159
158160,MONITORING,89265,932.9006,720.0,720.0,90.81,44.74,71.09,92.36,1.38,49.46,14.35,44.07,6.95,30,621,114,143.92,MONITORING,158.16
159161,MONITORING,91934,1491.5914,320.0,,91.54,51.31,79.79,92.36,1.38,49.46,14.35,44.07,6.95,30,621,114,144.92,MONITORING,159.161
160162,MONITORING,91319,-501.2521,400.0,,91.54,51.31,79.79,92.36,1.38,49.46,14.35,44.07,6.95,30,621,114,145.92,MONITORING,160.162
161163,MONITORING,90483,-1231.2228,400.0,,91.54,51.31,79.79,92.36,1.38,49.46,14.35,44.07,6.95,30,621,114,146.92,MONITORING,161.163
162163,MONITORING,90528,-1064.8624,400.0,,91.54,51.31,79.79,92.36,1.38,49.46,14.35,44.07,6.95,30,621,114,147.92,MONITORING,162.163
163164,MONITORING,89827,-347.4611,400.0,,91.54,51.31,79.79,92.36,1.38,49.46,14.35,44.07,6.95,30,621,114,148.92,MONITORING,163.164
164165,MONITORING,90099,455.6082,400.0,,91.54,51.31,79.79,92.36,1.38,49.46,14.35,44.07,6.95,30,621,114,149.92,MONITORING,164.165
165166,MONITORING,90607,371.9031,553.0,553.0,91.95,54.58,80.01,92.36,1.38,49.46,14.35,44.07,6.95,30,621,114,150.92,MONITORING,165.166
166166,MONITORING,91157,334.5711,680.0,680.0,92.71,62.92,88.85,92.36,1.38,49.46,14.35,44.07,6.95,30,621,114,151.92,MONITORING,166.166
167167,MONITORING,90060,-486.3459,641.0,641.0,92.9,62.6,89.14,92.36,1.38,49.46,14.35,44.07,6.95,30,621,114,152.92,MONITORING,167.167
168168,MONITORING,91968,484.8006,1441.0,,92.9,62.6,89.14,92.36,1.38,49.46,14.35,44.07,6.95,30,621,114,153.92,MONITORING,168.168
169169,MONITORING,91232,-115.3606,401.0,,92.9,62.6,89.14,92.36,1.38,49.46,14.35,44.07,6.95,30,621,114,154.92,MONITORING,169.169
170170,MONITORING,90453,-635.9111,401.0,,92.9,62.6,89.14,92.36,1.38,49.46,14.35,44.07,6.95,30,621,114,155.93,MONITORING,170.17
171171,MONITORING,91649,400.6285,1801.0,,92.9,62.6,89.14,92.36,1.38,49.46,14.35,44.07,6.95,30,621,114,156.93,MONITORING,171.171
172171,MONITORING,90384,-233.0229,721.0,721.0,92.71,63.81,90.36,92.36,1.38,49.46,14.35,44.07,6.95,30,621,114,157.93,MONITORING,172.171
