time_ms,mode,ir_raw,filtered_ppg,ibi_ms,valid_ibi_ms,mean_hr,sdnn,rmssd,baseline_mean_hr_mean,baseline_mean_hr_std,baseline_sdnn_mean,baseline_sdnn_std,baseline_rmssd_mean,baseline_rmssd_std,ibi_count,baseline_count,no_finger_count,pc_elapsed_sec,analysis_mode,time_sec
173172,MONITORING,90945,-216.1501,520.0,520.0,93.52,67.35,96.09,92.36,1.38,49.46,14.35,44.07,6.95,30,621,114,158.93,MONITORING,173.172
174173,MONITORING,90602,-334.2972,641.0,641.0,93.28,66.7,97.32,92.36,1.38,49.46,14.35,44.07,6.95,30,621,114,159.93,MONITORING,174.173
175174,MONITORING,90815,-259.8766,641.0,641.0,93.28,66.7,97.32,92.36,1.38,49.46,14.35,44.07,6.95,30,621,114,160.93,MONITORING,175.174
176175,MONITORING,90249,36.4378,600.0,600.0,93.67,66.78,97.35,92.36,1.38,49.46,14.35,44.07,6.95,30,621,114,161.93,MONITORING,176.175
177175,MONITORING,90453,388.3309,320.0,,93.67,66.78,97.35,92.36,1.38,49.46,14.35,44.07,6.95,30,621,114,162.93,MONITORING,177.175
178176,MONITORING,90531,-62.7288,320.0,,93.67,66.78,97.35,92.36,1.38,49.46,14.35,44.07,6.95,30,621,114,163.93,MONITORING,178.176
179177,MONITORING,91205,805.3175,601.0,601.0,93.87,67.17,97.34,92.36,1.38,49.46,14.35,44.07,6.95,30,621,114,164.93,MONITORING,179.177
180178,MONITORING,91612,310.0465,480.0,480.0,95.1,72.83,99.38,92.36,1.38,49.46,14.35,44.07,6.95,30,621,114,165.93,MONITORING,180.178
181178,MONITORING,91100,-502.8523,561.0,561.0,95.5,73.91,100.22,92.36,1.38,49.46,14.35,44.07,6.95,30,621,114,166.93,MONITORING,181.178
182179,MONITORING,91919,-307.6677,561.0,561.0,95.5,73.91,100.22,92.36,1.38,49.46,14.35,44.07,6.95,30,621,114,167.93,MONITORING,182.179
183180,MONITORING,92620,411.9118,561.0,561.0,95.5,73.91,100.22,92.36,1.38,49.46,14.35,44.07,6.95,30,621,114,168.94,MONITORING,183.18
184181,MONITORING,92457,448.5008,721.0,721.0,95.3,75.24,104.53,92.36,1.38,49.46,14.35,44.07,6.95,30,621,114,169.94,MONITORING,184.181
185181,MONITORING,93316,286.2278,360.0,,96.32,79.37,113.46,92.36,1.38,49.46,14.35,44.07,6.95,30,621,114,170.94,MONITORING,185.181
186182,MONITORING,93392,98.3322,401.0,,96.32,79.37,113.46,92.36,1.38,49.46,14.35,44.07,6.95,30,621,114,171.94,MONITORING,186.182
187183,MONITORING,92837,-421.4656,441.0,441.0,97.36,85.94,113.44,92.36,1.38,49.46,14.35,44.07,6.95,30,621,114,172.94,MONITORING,187.183
188184,MONITORING,92479,-472.1658,441.0,441.0,97.36,85.94,113.44,92.36,1.38,49.46,14.35,44.07,6.95,30,621,114,173.94,MONITORING,188.184
189185,MONITORING,91338,-553.3879,441.0,441.0,97.36,85.94,113.44,92.36,1.38,49.46,14.35,44.07,6.95,30,621,114,174.94,MONITORING,189.185
190186,MONITORING,91087,-149.8342,441.0,441.0,97.36,85.94,113.44,92.36,1.38,49.46,14.35,44.07,6.95,30,621,114,175.94,MONITORING,190.186
191186,MONITORING,91496,687.8055,4283.0,,97.36,85.94,113.44,92.36,1.38,49.46,14.35,44.07,6.95,30,621,114,176.94,MONITORING,191.186
192187,MONITORING,91203,470.3307,560.0,560.0,98.64,85.12,115.61,92.36,1.38,49.46,14.35,44.07,6.95,30,621,114,177.94,MONITORING,192.187
193188,MONITORING,90829,-7.0285,560.0,560.0,98.64,85.12,115.61,92.36,1.38,49.46,14.35,44.07,6.95,30,621,114,178.94,MONITORING,193.188
194189,MONITORING,90297,-79.491,1361.0,,98.64,85.12,115.61,92.36,1.38,49.46,14.35,44.07,6.95,30,621,114,179.94,MONITORING,194.189
195190,MONITORING,91007,160.4366,1241.0,,98.64,85.12,115.61,92.36,1.38,49.46,14.35,44.07,6.95,30,621,114,180.95,MONITORING,195.19
196191,MONITORING,90688,-18.2779,640.0,640.0,99.29,83.09,115.15,92.36,1.38,49.46,14.35,44.07,6.95,30,621,114,181.95,MONITORING,196.191
197191,MONITORING,91025,390.734,360.0,,100.17,77.72,109.24,92.36,1.38,49.46,14.35,44.07,6.95,30,621,114,182.95,MONITORING,197.191
198192,MONITORING,90844,-134.9154,841.0,,100.17,77.72,109.24,92.36,1.38,49.46,14.35,44.07,6.95,30,621,114,183.95,MONITORING,198.192
199193,MONITORING,91357,-62.5207,881.0,,100.17,77.72,109.24,92.36,1.38,49.46,14.35,44.07,6.95,30,621,114,184.95,MONITORING,199.193
200194,MONITORING,91324,-408.7169,881.0,,100.17,77.72,109.24,92.36,1.38,49.46,14.35,44.07,6.95,30,621,114,185.95,MONITORING,200.194
201195,MONITORING,90655,-415.8326,881.0,,100.17,77.72,109.24,92.36,1.38,49.46,14.35,44.07,6.95,30,621,114,186.95,MONITORING,201.195
202195,MONITORING,88694,-1163.8187,881.0,,100.17,77.72,109.24,92.36,1.38,49.46,14.35,44.07,6.95,30,621,114,187.95,MONITORING,202.195
203196,MONITORING,89993,824.9873,4243.0,,100.17,77.72,109.24,92.36,1.38,49.46,14.35,44.07,6.95,30,621,114,188.95,MONITORING,203.196
204197,MONITORING,89264,251.8603,681.0,681.0,100.62,76.9,109.24,92.36,1.38,49.46,14.35,44.07,6.95,30,621,114,189.95,MONITORING,204.197
205198,MONITORING,89702,373.4096,641.0,641.0,100.61,76.92,109.25,92.36,1.38,49.46,14.35,44.07,6.95,30,621,114,190.95,MONITORING,205.198
206199,MONITORING,89508,148.3955,681.0,681.0,100.61,76.96,109.57,92.36,1.38,49.46,14.35,44.07,6.95,30,621,114,191.95,MONITORING,206.199
207199,MONITORING,90097,275.2316,680.0,680.0,100.62,76.92,107.24,92.36,1.38,49.46,14.35,44.07,6.95,30,621,114,192.96,MONITORING,207.199
208200,MONITORING,89977,-101.4348,560.0,560.0,100.17,78.46,107.05,92.36,1.38,49.46,14.35,44.07,6.95,30,621,114,193.96,MONITORING,208.2
209201,MONITORING,89735,-565.9189,801.0,801.0,99.72,83.97,109.98,92.36,1.38,49.46,14.35,44.07,6.95,30,621,114,194.96,MONITORING,209.201
210202,MONITORING,90033,212.026,1241.0,,99.72,83.97,109.98,92.36,1.38,49.46,14.35,44.07,6.95,30,621,114,195.96,MONITORING,210.202
211203,MONITORING,91082,-108.7057,1241.0,,99.72,83.97,109.98,92.36,1.38,49.46,14.35,44.07,6.95,30,621,114,196.96,MONITORING,211.203
212204,MONITORING,90766,-195.9606,1601.0,,99.72,83.97,109.98,92.36,1.38,49.46,14.35,44.07,6.95,30,621,114,197.96,MONITORING,212.204
213204,MONITORING,88176,-1472.8485,1601.0,,99.72,83.97,109.98,92.36,1.38,49.46,14.35,44.07,6.95,30,621,114,198.96,MONITORING,213.204
214205,MONITORING,88432,-417.984,1601.0,,99.72,83.97,109.98,92.36,1.38,49.46,14.35,44.07,6.95,30,621,114,199.96,MONITORING,214.205
215206,MONITORING,87363,-184.726,1601.0,,99.72,83.97,109.98,92.36,1.38,49.46,14.35,44.07,6.95,30,621,114,200.96,MONITORING,215.206
216207,MONITORING,87853,705.1373,4123.0,,99.72,83.97,109.98,92.36,1.38,49.46,14.35,44.07,6.95,30,621,114,201.96,MONITORING,216.207
217208,MONITORING,87664,451.0071,681.0,681.0,98.59,83.14,116.11,92.36,1.38,49.46,14.35,44.07,6.95,30,621,114,202.96,MONITORING,217.208
218209,MONITORING,88544,750.4652,640.0,640.0,97.74,79.72,110.34,92.36,1.38,49.46,14.35,44.07,6.95,30,621,114,203.96,MONITORING,218.209
219209,MONITORING,88807,244.6979,640.0,640.0,97.95,78.91,109.09,92.36,1.38,49.46,14.35,44.07,6.95,30,621,114,204.96,MONITORING,219.209
220210,MONITORING,89766,449.7841,681.0,681.0,98.16,77.33,102.79,92.36,1.38,49.46,14.35,44.07,6.95,30,621,114,205.96,MONITORING,220.21
221211,MONITORING,89779,-189.9556,681.0,681.0,97.1,77.12,100.02,92.36,1.38,49.46,14.35,44.07,6.95,30,621,114,206.97,MONITORING,221.211
222212,MONITORING,91253,570.3641,681.0,681.0,97.1,77.12,100.02,92.36,1.38,49.46,14.35,44.07,6.95,30,621,114,207.97,MONITORING,222.212
223213,MONITORING,90848,-401.9077,1321.0,,97.1,77.12,100.02,92.36,1.38,49.46,14.35,44.07,6.95,30,621,114,208.97,MONITORING,223.213
224214,MONITORING,91128,-257.408,1321.0,,97.1,77.12,100.02,92.36,1.38,49.46,14.35,44.07,6.95,30,621,114,209.97,MONITORING,224.214
225214,MONITORING,90515,-607.1582,1321.0,,97.1,77.12,100.02,92.36,1.38,49.46,14.35,44.07,6.95,30,621,114,210.97,MONITORING,225.214
226215,MONITORING,90436,-36.8546,1321.0,,97.1,77.12,100.02,92.36,1.38,49.46,14.35,44.07,6.95,30,621,114,211.97,MONITORING,226.215
227216,MONITORING,90594,-26.4868,4604.0,,97.1,77.12,100.02,92.36,1.38,49.46,14.35,44.07,6.95,30,621,114,212.97,MONITORING,227.216
228217,MONITORING,90852,247.6775,680.0,680.0,96.69,77.86,100.02,92.36,1.38,49.46,14.35,44.07,6.95,30,621,114,213.97,MONITORING,228.217
229218,MONITORING,90918,92.1781,680.0,680.0,95.66,80.36,98.1,92.36,1.38,49.46,14.35,44.07,6.95,30,621,114,214.97,MONITORING,229.218
230218,MONITORING,91244,128.8197,681.0,681.0,94.65,75.92,96.94,92.36,1.38,49.46,14.35,44.07,6.95,30,621,114,215.97,MONITORING,230.218
231219,MONITORING,90627,-344.2074,680.0,680.0,94.06,75.08,92.27,92.36,1.38,49.46,14.35,44.07,6.95,30,621,114,216.97,MONITORING,231.219
232220,MONITORING,90092,-469.0703,680.0,680.0,94.06,75.08,92.27,92.36,1.38,49.46,14.35,44.07,6.95,30,621,114,217.97,MONITORING,232.22
233221,MONITORING,89172,-432.0329,680.0,680.0,94.06,75.08,92.27,92.36,1.38,49.46,14.35,44.07,6.95,30,621,114,218.97,MONITORING,233.221
234222,MONITORING,89999,556.4127,3363.0,,94.06,75.08,92.27,92.36,1.38,49.46,14.35,44.07,6.95,30,621,114,219.98,MONITORING,234.222
235223,MONITORING,89678,202.4834,640.0,640.0,93.67,67.33,80.69,92.36,1.38,49.46,14.35,44.07,6.95,30,621,114,220.98,MONITORING,235.223
236223,MONITORING,90311,533.8453,681.0,681.0,92.51,56.12,77.93,92.36,1.38,49.46,14.35,44.07,6.95,30,621,114,221.98,MONITORING,236.223
237224,MONITORING,90185,-74.5232,673.0,673.0,91.76,51.6,79.65,92.36,1.38,49.46,14.35,44.07,6.95,30,621,114,222.98,MONITORING,237.224
238225,MONITORING,90478,180.6367,640.0,640.0,91.58,50.7,79.56,92.36,1.38,49.46,14.35,44.07,6.95,30,621,114,223.98,MONITORING,238.225
239226,MONITORING,90621,-118.7314,633.0,633.0,91.2,50.1,79.0,92.36,1.38,49.46,14.35,44.07,6.95,30,621,114,224.98,MONITORING,239.226
240227,MONITORING,90457,-61.5673,633.0,633.0,91.2,50.1,79.0,92.36,1.38,49.46,14.35,44.07,6.95,30,621,114,225.98,MONITORING,240.227
241228,MONITORING,90324,-253.5366,633.0,633.0,91.2,50.1,79.0,92.36,1.38,49.46,14.35,44.07,6.95,30,621,114,226.98,MONITORING,241.228
242228,MONITORING,90556,190.1927,2722.0,,91.2,50.1,79.0,92.36,1.38,49.46,14.35,44.07,6.95,30,621,114,227.98,MONITORING,242.228
243229,MONITORING,90311,-190.4089,634.0,634.0,90.83,43.04,72.84,92.36,1.38,49.46,14.35,44.07,6.95,30,621,114,228.98,MONITORING,243.229
244230,MONITORING,90652,420.8549,680.0,680.0,90.65,43.02,72.94,92.36,1.38,49.46,14.35,44.07,6.95,30,621,114,229.98,MONITORING,244.23
245231,MONITORING,92369,595.651,512.0,512.0,91.02,49.99,78.59,92.36,1.38,49.46,14.35,44.07,6.95,30,621,114,230.99,MONITORING,245.231
246232,MONITORING,92351,-49.6269,601.0,601.0,91.38,50.93,82.93,92.36,1.38,49.46,14.35,44.07,6.95,30,621,114,231.99,MONITORING,246.232
247233,MONITORING,92827,-276.8635,601.0,601.0,91.38,50.93,82.93,92.36,1.38,49.46,14.35,44.07,6.95,30,621,114,232.99,MONITORING,247.233
248233,MONITORING,92482,-516.6157,601.0,601.0,91.38,50.93,82.93,92.36,1.38,49.46,14.35,44.07,6.95,30,621,114,233.99,MONITORING,248.233
249234,MONITORING,93009,-75.0117,601.0,601.0,91.38,50.93,82.93,92.36,1.38,49.46,14.35,44.07,6.95,30,621,114,234.99,MONITORING,249.234
250235,MONITORING,92506,-360.359,601.0,601.0,91.38,50.93,82.93,92.36,1.38,49.46,14.35,44.07,6.95,30,621,114,235.99,MONITORING,250.235
251236,MONITORING,92399,-139.5533,601.0,601.0,91.38,50.93,82.93,92.36,1.38,49.46,14.35,44.07,6.95,30,621,114,236.99,MONITORING,251.236
252237,MONITORING,92284,-7.8511,601.0,601.0,91.38,50.93,82.93,92.36,1.38,49.46,14.35,44.07,6.95,30,621,114,237.99,MONITORING,252.237
253237,MONITORING,92235,144.0007,640.0,640.0,91.01,47.69,70.19,92.36,1.38,49.46,14.35,44.07,6.95,30,621,114,238.99,MONITORING,253.237
254238,MONITORING,92313,43.1704,641.0,641.0,91.76,39.54,59.56,92.36,1.38,49.46,14.35,44.07,6.95,30,621,114,239.99,MONITORING,254.238
255239,MONITORING,92943,356.9446,641.0,641.0,91.76,38.13,57.18,92.36,1.38,49.46,14.35,44.07,6.95,30,621,114,240.99,MONITORING,255.239
256240,MONITORING,92358,-322.766,400.0,,91.76,38.13,57.18,92.36,1.38,49.46,14.35,44.07,6.95,30,621,114,241.99,MONITORING,256.24
257240,MONITORING,91844,-163.4684,400.0,,91.76,38.13,57.18,92.36,1.38,49.46,14.35,44.07,6.95,30,621,114,242.99,MONITORING,257.24
258241,MONITORING,91777,275.8115,600.0,600.0,91.95,39.31,57.68,92.36,1.38,49.46,14.35,44.07,6.95,30,621,114,244.0,MONITORING,258.241
259242,MONITORING,91901,95.5314,641.0,641.0,91.95,39.31,58.18,92.36,1.38,49.46,14.35,44.07,6.95,30,621,114,245.0,MONITORING,259.242
260243,MONITORING,91671,126.9127,681.0,681.0,91.95,39.31,58.18,92.36,1.38,49.46,14.35,44.07,6.95,30,621,114,246.0,MONITORING,260.243
261244,MONITORING,91815,9.1052,681.0,681.0,91.94,39.33,58.18,92.36,1.38,49.46,14.35,44.07,6.95,30,621,114,247.0,MONITORING,261.244
262245,MONITORING,91127,-161.1416,640.0,640.0,92.14,39.02,58.68,92.36,1.38,49.46,14.35,44.07,6.95,30,621,114,248.0,MONITORING,262.245
263246,MONITORING,91296,-34.9744,640.0,640.0,92.14,39.02,58.68,92.36,1.38,49.46,14.35,44.07,6.95,30,621,114,249.0,MONITORING,263.246
264246,MONITORING,91264,291.1132,680.0,680.0,92.14,39.02,58.65,92.36,1.38,49.46,14.35,44.07,6.95,30,621,114,250.0,MONITORING,264.246
265247,MONITORING,91842,225.8804,641.0,641.0,92.52,36.76,58.61,92.36,1.38,49.46,14.35,44.07,6.95,30,621,114,251.0,MONITORING,265.247
266248,MONITORING,91672,18.6787,641.0,641.0,92.9,35.74,58.61,92.36,1.38,49.46,14.35,44.07,6.95,30,621,114,252.0,MONITORING,266.248
267249,MONITORING,91868,-74.4124,680.0,680.0,92.9,35.74,58.61,92.36,1.38,49.46,14.35,44.07,6.95,30,621,114,253.0,MONITORING,267.249
268250,MONITORING,92529,383.0948,721.0,721.0,92.52,38.26,59.1,92.36,1.38,49.46,14.35,44.07,6.95,30,621,114,254.0,MONITORING,268.25
269251,MONITORING,91663,-538.8741,961.0,,92.52,38.26,59.1,92.36,1.38,49.46,14.35,44.07,6.95,30,621,114,255.0,MONITORING,269.251
270251,MONITORING,91175,-603.2853,961.0,,92.52,38.26,59.1,92.36,1.38,49.46,14.35,44.07,6.95,30,621,114,256.0,MONITORING,270.251
271252,MONITORING,90599,-560.189,961.0,,92.52,38.26,59.1,92.36,1.38,49.46,14.35,44.07,6.95,30,621,114,257.01,MONITORING,271.252
272253,MONITORING,98360,4108.6484,961.0,,92.52,38.26,59.1,92.36,1.38,49.46,14.35,44.07,6.95,30,621,117,258.01,MONITORING,272.253
273254,MONITORING,97627,33277.4375,440.0,,92.52,38.26,59.1,92.36,1.38,49.46,14.35,44.07,6.95,30,621,117,259.01,MONITORING,273.254
274255,MONITORING,94732,10733.0752,801.0,801.0,91.76,47.26,60.46,92.36,1.38,49.46,14.35,44.07,6.95,30,621,117,260.01,MONITORING,274.255
275256,MONITORING,95008,-265.8798,801.0,801.0,91.76,47.26,60.46,92.36,1.38,49.46,14.35,44.07,6.95,30,621,117,261.01,MONITORING,275.256
276257,MONITORING,95208,-3493.2363,801.0,801.0,91.76,47.26,60.46,92.36,1.38,49.46,14.35,44.07,6.95,30,621,117,262.01,MONITORING,276.257
277257,MONITORING,94525,-3773.5093,801.0,801.0,91.76,47.26,60.46,92.36,1.38,49.46,14.35,44.07,6.95,30,621,117,263.01,MONITORING,277.257
278258,MONITORING,94099,-2394.8804,801.0,801.0,91.76,47.26,60.46,92.36,1.38,49.46,14.35,44.07,6.95,30,621,117,264.01,MONITORING,278.258
279259,MONITORING,94035,-1104.0923,801.0,801.0,91.76,47.26,60.46,92.36,1.38,49.46,14.35,44.07,6.95,30,621,117,265.01,MONITORING,279.259
280260,MONITORING,94146,-459.2303,801.0,801.0,91.76,47.26,60.46,92.36,1.38,49.46,14.35,44.07,6.95,30,621,117,266.01,MONITORING,280.26
281261,MONITORING,92986,-472.8694,801.0,801.0,91.76,47.26,60.46,92.36,1.38,49.46,14.35,44.07,6.95,30,621,117,267.01,MONITORING,281.261
282262,MONITORING,91431,-583.9725,801.0,801.0,91.76,47.26,60.46,92.36,1.38,49.46,14.35,44.07,6.95,30,621,117,268.02,MONITORING,282.262
283262,MONITORING,91110,461.5143,801.0,801.0,91.76,47.26,60.46,92.36,1.38,49.46,14.35,44.07,6.95,30,621,117,269.02,MONITORING,283.262
284263,MONITORING,92481,1538.7505,9808.0,,91.76,47.26,60.46,92.36,1.38,49.46,14.35,44.07,6.95,30,621,117,270.02,MONITORING,284.263
285264,MONITORING,92849,935.8473,560.0,560.0,91.98,49.62,65.78,92.36,1.38,49.46,14.35,44.07,6.95,30,621,117,271.02,MONITORING,285.264
286265,MONITORING,95216,1336.7312,520.0,520.0,92.71,54.99,65.92,92.36,1.38,49.46,14.35,44.07,6.95,30,621,117,272.02,MONITORING,286.265
287266,MONITORING,97049,960.3141,801.0,801.0,91.94,61.71,83.58,92.36,1.38,49.46,14.35,44.07,6.95,30,621,117,273.02,MONITORING,287.266
288267,MONITORING,97068,-422.0567,1001.0,,91.94,61.71,83.58,92.36,1.38,49.46,14.35,44.07,6.95,30,621,117,274.02,MONITORING,288.267
289267,MONITORING,96559,-1119.594,1001.0,,91.94,61.71,83.58,92.36,1.38,49.46,14.35,44.07,6.95,30,621,117,275.02,MONITORING,289.267
290268,MONITORING,96474,-699.4371,1001.0,,91.94,61.71,83.58,92.36,1.38,49.46,14.35,44.07,6.95,30,621,117,276.02,MONITORING,290.268
291269,MONITORING,96294,-497.1411,1001.0,,91.94,61.71,83.58,92.36,1.38,49.46,14.35,44.07,6.95,30,621,117,277.02,MONITORING,291.269
292270,MONITORING,96012,-55.4067,1001.0,,91.94,61.71,83.58,92.36,1.38,49.46,14.35,44.07,6.95,30,621,117,278.02,MONITORING,292.27
293271,MONITORING,96418,107.0436,5404.0,,91.94,61.71,83.58,92.36,1.38,49.46,14.35,44.07,6.95,30,621,117,279.02,MONITORING,293.271
294271,MONITORING,96276,39.001,681.0,681.0,91.98,61.56,85.87,92.36,1.38,49.46,14.35,44.07,6.95,30,621,117,280.03,MONITORING,294.271
295272,MONITORING,96347,13.6616,1201.0,,91.98,61.56,85.87,92.36,1.38,49.46,14.35,44.07,6.95,30,621,117,281.02,MONITORING,295.272
296273,MONITORING,96129,-19.584,1321.0,,91.98,61.56,85.87,92.36,1.38,49.46,14.35,44.07,6.95,30,621,117,282.03,MONITORING,296.273
297274,MONITORING,95321,-210.8989,600.0,600.0,92.14,62.21,87.14,92.36,1.38,49.46,14.35,44.07,6.95,30,621,117,283.03,MONITORING,297.274
298275,MONITORING,95292,-66.6539,600.0,600.0,92.14,62.21,87.14,92.36,1.38,49.46,14.35,44.07,6.95,30,621,117,284.03,MONITORING,298.275
299276,MONITORING,95373,375.2429,401.0,,92.14,62.21,87.14,92.36,1.38,49.46,14.35,44.07,6.95,30,621,117,285.03,MONITORING,299.276
300277,MONITORING,95055,-78.4786,640.0,640.0,92.17,62.24,87.42,92.36,1.38,49.46,14.35,44.07,6.95,30,621,117,286.03,MONITORING,300.277
301277,MONITORING,95134,198.9874,1281.0,,92.17,62.24,87.42,92.36,1.38,49.46,14.35,44.07,6.95,30,621,117,287.03,MONITORING,301.277
302278,MONITORING,95307,-19.9812,641.0,641.0,92.14,62.19,87.0,92.36,1.38,49.46,14.35,44.07,6.95,30,621,117,288.03,MONITORING,302.278
303279,MONITORING,95811,397.5233,521.0,521.0,92.55,69.09,94.57,92.36,1.38,49.46,14.35,44.07,6.95,30,621,117,289.03,MONITORING,303.279
304280,MONITORING,96051,132.5992,481.0,481.0,92.9,71.12,95.39,92.36,1.38,49.46,14.35,44.07,6.95,30,621,117,290.03,MONITORING,304.28
305281,MONITORING,96338,-119.4168,800.0,800.0,91.95,75.91,112.05,92.36,1.38,49.46,14.35,44.07,6.95,30,621,117,291.03,MONITORING,305.281
306281,MONITORING,96192,-249.138,800.0,800.0,91.95,75.91,112.05,92.36,1.38,49.46,14.35,44.07,6.95,30,621,117,292.03,MONITORING,306.281
307282,MONITORING,96770,18.6517,800.0,800.0,91.95,75.91,112.05,92.36,1.38,49.46,14.35,44.07,6.95,30,621,117,293.03,MONITORING,307.282
308283,MONITORING,95948,-18.261,3323.0,,91.95,75.91,112.05,92.36,1.38,49.46,14.35,44.07,6.95,30,621,117,294.04,MONITORING,308.283
309284,MONITORING,95004,-623.4965,3323.0,,91.95,75.91,112.05,92.36,1.38,49.46,14.35,44.07,6.95,30,621,117,295.04,MONITORING,309.284
310285,MONITORING,94051,-539.8489,3323.0,,91.95,75.91,112.05,92.36,1.38,49.46,14.35,44.07,6.95,30,621,117,296.04,MONITORING,310.285
311285,MONITORING,96238,1189.9277,2522.0,,91.95,75.91,112.05,92.36,1.38,49.46,14.35,44.07,6.95,30,621,117,297.04,MONITORING,311.285
312286,MONITORING,95279,-0.6124,600.0,600.0,92.14,76.48,118.04,92.36,1.38,49.46,14.35,44.07,6.95,30,621,117,298.04,MONITORING,312.286
313287,MONITORING,94702,-76.166,600.0,600.0,92.14,76.48,118.04,92.36,1.38,49.46,14.35,44.07,6.95,30,621,117,299.04,MONITORING,313.287
314288,MONITORING,91964,-1432.5602,600.0,600.0,92.14,76.48,118.04,92.36,1.38,49.46,14.35,44.07,6.95,30,621,117,300.04,MONITORING,314.288
315289,MONITORING,92184,228.5408,600.0,600.0,92.14,76.48,118.04,92.36,1.38,49.46,14.35,44.07,6.95,30,621,117,301.04,MONITORING,315.289
316290,MONITORING,92326,883.4707,640.0,640.0,92.15,76.49,118.28,92.36,1.38,49.46,14.35,44.07,6.95,30,621,117,302.04,MONITORING,316.29
317290,MONITORING,91229,9.6795,640.0,640.0,92.15,76.49,118.28,92.36,1.38,49.46,14.35,44.07,6.95,30,621,117,303.04,MONITORING,317.29
318291,MONITORING,92661,1199.374,2042.0,,92.15,76.49,118.28,92.36,1.38,49.46,14.35,44.07,6.95,30,621,117,304.04,MONITORING,318.291
319292,MONITORING,93851,1200.5198,600.0,600.0,92.53,77.54,118.25,92.36,1.38,49.46,14.35,44.07,6.95,30,621,117,305.05,MONITORING,319.292
320293,MONITORING,93319,-444.9633,600.0,600.0,92.53,77.54,118.25,92.36,1.38,49.46,14.35,44.07,6.95,30,621,117,306.05,MONITORING,320.293
321294,MONITORING,92448,-785.3187,600.0,600.0,92.53,77.54,118.25,92.36,1.38,49.46,14.35,44.07,6.95,30,621,117,307.05,MONITORING,321.294
322295,MONITORING,93026,-164.8122,600.0,600.0,92.53,77.54,118.25,92.36,1.38,49.46,14.35,44.07,6.95,30,621,117,308.05,MONITORING,322.295
